MARK	EID	E-Mnemonic	Standardised epigenome name	Epigenome name (from EDACC Release 9 directory)	MARK CLASS	FNAME	NREADS	FRAGLEN	FCC	RLEN	RCC	MINLEN	MINCC	NSC (Signal to noise)	RSC (Phantom Peak)	SPOT	FindPeaks	Poisson	%of Impute Top 1% in Observed Top 1%	Correlation of Imputed with Observed
H3K27me3	E029	BLD.CD14.PC	Primary monocytes from peripheral blood	CD14_Primary_Cells	Core	E029-H3K27me3.tagAlign.gz	22730312	180	0.2876316637	35	0.2891429	1500	0.271598	1.059034	0.9138664	0.271	0.263	0.441	79	0.875
H3K27me3	E030	BLD.CD15.PC	Primary neutrophils from peripheral blood	CD15_Primary_Cells	Core	E030-H3K27me3.tagAlign.gz	10454083	185	0.1596337251	35	0.1567019	1500	0.145648	1.096024	1.265224	0.375	0.346	0.563	63.5	0.752
H3K27me3	E031	BLD.CD19.CPC	Primary B cells from cord blood	CD19_Primary_Cells_Cord_BI	Core	E031-H3K27me3.tagAlign.gz	20840272	140	0.2344050271	35	0.2331695	1500	0.2270734	1.032288	1.202674	0.103	0.045	0.381	22.6	0.228
H3K27me3	E032	BLD.CD19.PPC	Primary B cells from peripheral blood	CD19_Primary_Cells_Peripheral_UW	Core	E032-H3K27me3.tagAlign.gz	22790761	160	0.2481884966	35	0.2515618	1500	0.2444201	1.015418	0.5276616	0.083	0.032	0.306	42.5	0.629
H3K27me3	E033	BLD.CD3.CPC	Primary T cells from cord blood	CD3_Primary_Cells_Cord_BI	Core	E033-H3K27me3.tagAlign.gz	21861431	155	0.2476344923	35	0.2497915	1500	0.2403681	1.03023	0.7711013	0.136	0.112	0.443	43.3	0.509
H3K27me3	E034	BLD.CD3.PPC	Primary T cells from peripheral blood	CD3_Primary_Cells_Peripheral_UW	Core	E034-H3K27me3.tagAlign.gz	26362769	185	0.3118963611	35	0.3041763	1500	0.2838792	1.098694	1.380351	0.26	0.226	0.515	51.6	0.735
H3K27me3	E035	BLD.CD34.PC	Primary hematopoietic stem cells	CD34_Primary_Cells	Core	E035-H3K27me3.tagAlign.gz	16737779	145	0.2004572295	40	0.2019534	1500	0.1942432	1.031991	0.8059515	0.158	0.125	0.43	36.9	0.482
H3K27me3	E036	BLD.CD34.CC	Primary hematopoietic stem cells short term culture	CD34_Cultured_Cells	Core	E036-H3K27me3.tagAlign.gz	11911610	135	0.1566972574	35	0.156426	1500	0.1497989	1.046051	1.040936	0.246	0.201	0.505	35.8	0.53
H3K27me3	E037	BLD.CD4.MPC	Primary T helper memory cells from peripheral blood 2	CD4_Memory_Primary_Cells	Core	E037-H3K27me3.tagAlign.gz	30000000	230	0.2954421412	35	0.3003002	1500	0.2904271	1.017268	0.5079467	0.024	0.005	0.147	30.6	0.551
H3K27me3	E038	BLD.CD4.NPC	Primary T helper naive cells from peripheral blood	CD4_Naive_Primary_Cells	Core	E038-H3K27me3.tagAlign.gz	30000000	225	0.2956263914	35	0.3011546	1500	0.2900012	1.019397	0.5043458	0.025	0.006	0.135	30.5	0.54
H3K27me3	E039	BLD.CD4.CD25M.CD45RA.NPC	Primary T helper naive cells from peripheral blood	CD4+_CD25-_CD45RA+_Naive_Primary_Cells	Core	E039-H3K27me3.tagAlign.gz	23952515	225	0.2526192523	35	0.259401	1500	0.2470716	1.022453	0.4499522	0.06	0.018	0.241	43.7	0.652
H3K27me3	E040	BLD.CD4.CD25M.CD45RO.MPC	Primary T helper memory cells from peripheral blood 1	CD4+_CD25-_CD45RO+_Memory_Primary_Cells	Core	E040-H3K27me3.tagAlign.gz	30000000	245	0.2960509072	35	0.2986719	1500	0.2896545	1.022083	0.7093381	0.044	0.009	0.229	42.6	0.665
H3K27me3	E041	BLD.CD4.CD25M.IL17M.PL.TPC	Primary T helper cells PMA-I stimulated	CD4+_CD25-_IL17-_PMA-Ionomycin_stimulated_MACS_purified_Th_Primary_Cells	Core	E041-H3K27me3.tagAlign.gz	30000000	255	0.2991029542	35	0.3013364	1500	0.2914976	1.026091	0.7729941	0.068	0.025	0.319	56.8	0.758
H3K27me3	E042	BLD.CD4.CD25M.IL17P.PL.TPC	Primary T helper 17 cells PMA-I stimulated	CD4+_CD25-_IL17+_PMA-Ionomcyin_stimulated_Th17_Primary_Cells	Core	E042-H3K27me3.tagAlign.gz	30000000	215	0.2983690317	35	0.3025771	1500	0.2933623	1.017067	0.543336	0.054	0.014	0.266	44.8	0.67
H3K27me3	E043	BLD.CD4.CD25M.TPC	Primary T helper cells from peripheral blood	CD4+_CD25-_Th_Primary_Cells	Core	E043-H3K27me3.tagAlign.gz	30000000	220	0.2993795069	35	0.3023902	1500	0.2940676	1.018063	0.6382523	0.056	0.012	0.315	49.3	0.7
H3K27me3	E044	BLD.CD4.CD25.CD127M.TREGPC	Primary T regulatory cells from peripheral blood	CD4+_CD25+_CD127-_Treg_Primary_Cells	Core	E044-H3K27me3.tagAlign.gz	30000000	210	0.3008277004	35	0.3042569	1500	0.2949602	1.019893	0.6311402	0.075	0.034	0.316	56.2	0.746
H3K27me3	E045	BLD.CD4.CD25I.CD127.TMEMPC	Primary T cells effector/memory enriched from peripheral blood	CD4+_CD25int_CD127+_Tmem_Primary_Cells	Core	E045-H3K27me3.tagAlign.gz	20213799	195	0.2247004106	35	0.2272852	1500	0.2163288	1.038699	0.7640862	0.062	0.015	0.225	35.4	0.56
H3K27me3	E046	BLD.CD56.PC	Primary Natural Killer cells from peripheral blood	CD56_Primary_Cells	Core	E046-H3K27me3.tagAlign.gz	28109323	160	0.2900678797	35	0.2930868	1500	0.2855138	1.015951	0.6013604	0.077	0.03	0.307	41.6	0.624
H3K27me3	E047	BLD.CD8.NPC	Primary T killer naive cells from peripheral blood	CD8_Naive_Primary_Cells	Core	E047-H3K27me3.tagAlign.gz	30000000	155	0.2989565681	35	0.3016366	1500	0.2927983	1.021032	0.6967738	0.043	0.009	0.212	32.7	0.56
H3K27me3	E048	BLD.CD8.MPC	Primary T killer memory cells from peripheral blood	CD8_Memory_Primary_Cells	Core	E048-H3K27me3.tagAlign.gz	30000000	215	0.2958511738	35	0.3004682	1500	0.2908739	1.017111	0.5187735	0.027	0.006	0.15	32.6	0.582
H3K27me3	E049	STRM.CHON.MRW.DR.MSC	Mesenchymal Stem Cell Derived Chondrocyte Cultured Cells	Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells	Core	E049-H3K27me3.tagAlign.gz	30000000	190	0.3095216125	35	0.3108017	1500	0.3027091	1.022505	0.8418214	0.123	0.102	0.479	49.3	0.745
H3K27me3	E050	BLD.MOB.CD34.PC.F	Primary hematopoietic stem cells G-CSF-mobilized Female	Mobilized_CD34_Primary_Cells_Female	Core	E050-H3K27me3.tagAlign.gz	30000000	185	0.3084326032	35	0.3131392	1500	0.3008391	1.025241	0.6173542	0.131	0.124	0.351	67.8	0.822
H3K27me3	E051	BLD.MOB.CD34.PC.M	Primary hematopoietic stem cells G-CSF-mobilized Male	Mobilized_CD34_Primary_Cells_Male	Core	E051-H3K27me3.tagAlign.gz	30000000	115	0.3381751517	35	0.3384678	1500	0.3226104	1.048246	0.9815441	0.247	0.276	0.497	66.3	0.81
H3K27me3	E052	MUS.SAT	Muscle Satellite Cultured Cells	Muscle_Satellite_Cultured_Cells	Core	E052-H3K27me3.tagAlign.gz	30000000	170	0.3059494304	35	0.3068955	1500	0.2989283	1.023488	0.8812532	0.1	0.052	0.41	44.3	0.711
H3K27me3	E053	BRN.CRTX.DR.NRSPHR	Cortex derived primary cultured neurospheres	Neurosphere_Cultured_Cells_Cortex_Derived	Core	E053-H3K27me3.tagAlign.gz	30000000	180	0.3107615549	35	0.3106624	1500	0.3039442	1.02243	1.014766	0.108	0.085	0.365	48.5	0.745
H3K27me3	E054	BRN.GANGEM.DR.NRSPHR	Ganglion Eminence derived primary cultured neurospheres	Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived	Core	E054-H3K27me3.tagAlign.gz	30000000	125	0.2985676477	35	0.3003058	1500	0.295575	1.010125	0.6325916	0.042	0.013	0.244	35.6	0.554
H3K27me3	E055	SKIN.PEN.FRSK.FIB.01	Foreskin Fibroblast Primary Cells skin01	Penis_Foreskin_Fibroblast_Primary_Cells_skin01	Core	E055-H3K27me3.tagAlign.gz	30000000	190	0.3262165664	35	0.3250041	1500	0.3149809	1.035671	1.120966	0.188	0.187	0.49	56.7	0.813
H3K27me3	E056	SKIN.PEN.FRSK.FIB.02	Foreskin Fibroblast Primary Cells skin02	Penis_Foreskin_Fibroblast_Primary_Cells_skin02	Core	E056-H3K27me3.tagAlign.gz	30000000	175	0.3151265829	35	0.3138256	1500	0.3068592	1.026942	1.186749	0.114	0.073	0.407	51.7	0.768
H3K27me3	E057	SKIN.PEN.FRSK.KER.02	Foreskin Keratinocyte Primary Cells skin02	Penis_Foreskin_Keratinocyte_Primary_Cells_skin02	Core	E057-H3K27me3.tagAlign.gz	29784474	160	0.3279052971	35	0.3192245	1500	0.3080413	1.064485	1.776234	0.166	0.132	0.395	58.2	0.823
H3K27me3	E058	SKIN.PEN.FRSK.KER.03	Foreskin Keratinocyte Primary Cells skin03	Penis_Foreskin_Keratinocyte_Primary_Cells_skin03	Core	E058-H3K27me3.tagAlign.gz	30000000	190	0.3285230579	35	0.3181051	1500	0.3094065	1.061785	2.197642	0.147	0.112	0.381	57.6	0.825
H3K27me3	E059	SKIN.PEN.FRSK.MEL.01	Foreskin Melanocyte Primary Cells skin01	Penis_Foreskin_Melanocyte_Primary_Cells_skin01	Core	E059-H3K27me3.tagAlign.gz	30000000	145	0.3103647364	35	0.3070878	1500	0.3000522	1.034369	1.465756	0.094	0.047	0.346	40.9	0.635
H3K27me3	E061	SKIN.PEN.FRSK.MEL.03	Foreskin Melanocyte Primary Cells skin03	Penis_Foreskin_Melanocyte_Primary_Cells_skin03	Core	E061-H3K27me3.tagAlign.gz	30000000	150	0.3302752868	35	0.3143584	1500	0.3058739	1.079776	2.876011	0.14	0.112	0.43	46.1	0.693
H3K27me3	E062	BLD.PER.MONUC.PC	Primary mononuclear cells from peripheral blood	Peripheral_Blood_Mononuclear_Primary_Cells	Core	E062-H3K27me3.tagAlign.gz	30000000	300	0.3020876074	35	0.3017278	1500	0.2937514	1.028379	1.045112	0.091	0.047	0.286	61.2	0.779
H3K27me3	E063	FAT.ADIP.NUC	Adipose Nuclei	Adipose_Nuclei	Core	E063-H3K27me3.tagAlign.gz	30000000	180	0.3037040717	35	0.3061393	1500	0.2980087	1.019112	0.7004833	0.076	0.021	0.33	43.8	0.665
H3K27me3	E065	HRT.AOR	Aorta	Aorta	Core	E065-H3K27me3.tagAlign.gz	15468868	130	0.1941623554	40	0.1916636	1500	0.1800759	1.078225	1.215644	0.156	0.062	0.398	10.4	0.343
H3K27me3	E066	LIV.ADLT	Liver	Adult_Liver	Core	E066-H3K27me3.tagAlign.gz	30000000	165	0.3019227303	35	0.3032401	1500	0.2930683	1.030213	0.87049	0.047	0.006	0.318	20.8	0.444
H3K27me3	E067	BRN.ANG.GYR	Brain Angular Gyrus	Brain_Angular_Gyrus	Core	E067-H3K27me3.tagAlign.gz	23795099	250	0.2548975979	35	0.2595605	1500	0.2497165	1.020748	0.5263224	0.062	0.019	0.264	41.4	0.671
H3K27me3	E068	BRN.ANT.CAUD	Brain Anterior Caudate	Brain_Anterior_Caudate	Core	E068-H3K27me3.tagAlign.gz	30000000	170	0.2960472534	35	0.3000313	1500	0.2918315	1.014446	0.5141281	0.034	0.009	0.188	32.3	0.582
H3K27me3	E069	BRN.CING.GYR	Brain Cingulate Gyrus	Brain_Cingulate_Gyrus	Core	E069-H3K27me3.tagAlign.gz	30000000	220	0.301154232	35	0.3044589	1500	0.295528	1.019038	0.6299703	0.051	0.02	0.244	47.7	0.727
H3K27me3	E070	BRN.GRM.MTRX	Brain Germinal Matrix	Brain_Germinal_Matrix	Core	E070-H3K27me3.tagAlign.gz	15831098	165	0.215369247	35	0.2031625	1500	0.1964102	1.096528	2.807775	0.215	0.168	0.373	58.4	0.777
H3K27me3	E071	BRN.HIPP.MID	Brain Hippocampus Middle	Brain_Hippocampus_Middle	Core	E071-H3K27me3.tagAlign.gz	30000000	245	0.3005903632	35	0.3052039	1500	0.2944665	1.020796	0.570331	0.054	0.02	0.246	51	0.747
H3K27me3	E072	BRN.INF.TMP	Brain Inferior Temporal Lobe	Brain_Inferior_Temporal_Lobe	Core	E072-H3K27me3.tagAlign.gz	30000000	215	0.2967529305	35	0.3023382	1500	0.2916127	1.017627	0.4792563	0.046	0.016	0.218	43.5	0.702
H3K27me3	E073	BRN.DL.PRFRNTL.CRTX	Brain_Dorsolateral_Prefrontal_Cortex	Brain_Mid_Frontal_Lobe	Core	E073-H3K27me3.tagAlign.gz	25005527	220	0.2636949311	35	0.2685188	1500	0.2588307	1.018793	0.502085	0.054	0.016	0.245	42	0.672
H3K27me3	E074	BRN.SUB.NIG	Brain Substantia Nigra	Brain_Substantia_Nigra	Core	E074-H3K27me3.tagAlign.gz	30000000	140	0.2955027514	35	0.2992769	1500	0.2912979	1.014435	0.5269897	0.032	0.007	0.17	31.7	0.555
H3K27me3	E075	GI.CLN.MUC	Colonic Mucosa	Colonic_Mucosa	Core	E075-H3K27me3.tagAlign.gz	11917259	150	0.1508438449	35	0.1542678	1500	0.1452149	1.038763	0.6217836	0.161	0.085	0.313	41.3	0.613
H3K27me3	E076	GI.CLN.SM.MUS	Colon Smooth Muscle	Colon_Smooth_Muscle	Core	E076-H3K27me3.tagAlign.gz	30000000	310	0.2952839278	35	0.2993726	1500	0.2924372	1.009734	0.4104631	0.035	0.012	0.132	52.2	0.72
H3K27me3	E077	GI.DUO.MUC	Duodenum Mucosa	Duodenum_Mucosa	Core	E077-H3K27me3.tagAlign.gz	30000000	170	0.3016431176	35	0.3033842	1500	0.2961645	1.018499	0.7588485	0.051	0.015	0.22	45.7	0.674
H3K27me3	E078	GI.DUO.SM.MUS	Duodenum Smooth Muscle	Duodenum_Smooth_Muscle	Core	E078-H3K27me3.tagAlign.gz	30000000	235	0.3013962473	35	0.3046501	1500	0.2958815	1.018638	0.6289199	0.064	0.034	0.218	61.5	0.791
H3K27me3	E079	GI.ESO	Esophagus	Esophagus	Core	E079-H3K27me3.tagAlign.gz	24579845	155	0.2606420698	35	0.2631837	1500	0.2515787	1.036026	0.7809908	0.06	0.012	0.247	25.6	0.484
H3K27me3	E080	ADRL.GLND.FET	Fetal Adrenal Gland	Fetal_Adrenal_Gland	Core	E080-H3K27me3.tagAlign.gz	30000000	180	0.3987076434	35	0.3754771	1500	0.3387427	1.177022	1.632391	0.433	0.468	0.624	58.6	0.814
H3K27me3	E081	BRN.FET.M	Fetal Brain Male	Fetal_Brain_Male	Core	E081-H3K27me3.tagAlign.gz	30000000	200	0.3094695152	35	0.3112297	1500	0.3014471	1.026613	0.8200692	0.122	0.106	0.311	57.3	0.732
H3K27me3	E082	BRN.FET.F	Fetal Brain Female	Fetal_Brain_Female	Core	E082-H3K27me3.tagAlign.gz	30000000	185	0.3066466304	35	0.3071854	1500	0.3018691	1.015827	0.8986659	0.086	0.063	0.275	56.4	0.757
H3K27me3	E083	HRT.FET	Fetal Heart	Fetal_Heart	Core	E083-H3K27me3.tagAlign.gz	21485738	140	0.2426324941	35	0.2444513	1500	0.234613	1.034182	0.815127	0.118	0.079	0.278	36.1	0.521
H3K27me3	E084	GI.L.INT.FET	Fetal Intestine Large	Fetal_Intestine_Large	Core	E084-H3K27me3.tagAlign.gz	30000000	170	0.318102502	35	0.317839	1500	0.3063711	1.038291	1.022976	0.147	0.117	0.327	62.3	0.831
H3K27me3	E085	GI.S.INT.FET	Fetal Intestine Small	Fetal_Intestine_Small	Core	E085-H3K27me3.tagAlign.gz	21167043	160	0.2513862993	35	0.2486141	1500	0.2395775	1.04929	1.306776	0.168	0.12	0.336	60.8	0.797
H3K27me3	E086	KID.FET	Fetal Kidney	Fetal_Kidney	Core	E086-H3K27me3.tagAlign.gz	30000000	150	0.3039457744	35	0.3062426	1500	0.2970348	1.023267	0.7505561	0.072	0.043	0.194	44	0.64
H3K27me3	E087	PANC.ISLT	Pancreatic Islets	Pancreatic_Islets	Core	E087-H3K27me3.tagAlign.gz	12904397	180	0.1628471171	35	0.168623	1500	0.1553516	1.048249	0.5647906	0.18	0.103	0.407	19.2	0.406
H3K27me3	E088	LNG.FET	Fetal Lung	Fetal_Lung	Core	E088-H3K27me3.tagAlign.gz	30000000	175	0.3185148176	35	0.3183623	1500	0.3083741	1.032885	1.015269	0.134	0.107	0.354	49.6	0.693
H3K27me3	E089	MUS.TRNK.FET	Fetal Muscle Trunk	Fetal_Muscle_Trunk	Core	E089-H3K27me3.tagAlign.gz	19159641	185	0.3246594756	35	0.2977477	1500	0.2603867	1.246836	1.720317	0.413	0.418	0.602	67.2	0.809
H3K27me3	E090	MUS.LEG.FET	Fetal Muscle Leg	Fetal_Muscle_Leg	Core	E090-H3K27me3.tagAlign.gz	22108954	170	0.2972792144	35	0.2875233	1500	0.2677384	1.110335	1.493098	0.276	0.237	0.477	65.1	0.831
H3K27me3	E091	PLCNT.FET	Placenta	Fetal_Placenta	Core	E091-H3K27me3.tagAlign.gz	19275043	200	0.2246720262	35	0.2258452	1500	0.2166639	1.036961	0.8722199	0.127	0.07	0.376	41.5	0.645
H3K27me3	E092	GI.STMC.FET	Fetal Stomach	Fetal_Stomach	Core	E092-H3K27me3.tagAlign.gz	21309182	180	0.3720916642	35	0.3491478	1500	0.3010474	1.23599	1.477	0.419	0.415	0.582	72.3	0.83
H3K27me3	E093	THYM.FET	Fetal Thymus	Fetal_Thymus	Core	E093-H3K27me3.tagAlign.gz	28332002	175	0.2994496894	35	0.3011523	1500	0.2924678	1.023873	0.8039469	0.133	0.117	0.223	61.6	0.746
H3K27me3	E094	GI.STMC.GAST	Gastric	Gastric	Core	E094-H3K27me3.tagAlign.gz	15423262	175	0.1822698531	35	0.1879942	1500	0.1761759	1.03459	0.515635	0.061	0.008	0.215	5.8	0.225
H3K27me3	E095	HRT.VENT.L	Left Ventricle	Left_Ventricle	Core	E095-H3K27me3.tagAlign.gz	30000000	150	0.3106829924	35	0.3119073	1500	0.2957948	1.050333	0.9240148	0.09	0.037	0.327	31.2	0.579
H3K27me3	E096	LNG	Lung	Lung	Core	E096-H3K27me3.tagAlign.gz	26851763	190	0.2789192054	40	0.2805534	1500	0.2731722	1.021038	0.7785962	0.041	0.005	0.263	17	0.414
H3K27me3	E097	OVRY	Ovary	Ovary	Core	E097-H3K27me3.tagAlign.gz	28484714	185	0.2882750016	35	0.2899927	1500	0.2834754	1.016931	0.7364427	0.036	0.004	0.211	19.2	0.361
H3K27me3	E098	PANC	Pancreas	Pancreas	Core	E098-H3K27me3.tagAlign.gz	12682102	180	0.1549546758	35	0.1617945	1500	0.1491589	1.038856	0.458685	0.072	0.01	0.206	3.6	0.148
H3K27me3	E099	PLCNT.AMN	Placenta Amnion	Placenta_Amnion	Core	E099-H3K27me3.tagAlign.gz	25408415	200	0.2654749828	35	0.2669705	1500	0.2624549	1.011507	0.6688033	0.047	0.02	0.161	45.7	0.661
H3K27me3	E100	MUS.PSOAS	Psoas Muscle	Psoas_Muscle	Core	E100-H3K27me3.tagAlign.gz	8837740	140	0.1319737716	35	0.1331867	1500	0.117502	1.123162	0.9226674	0.293	0.202	0.499	27.6	0.416
H3K27me3	E101	GI.RECT.MUC.29	Rectal Mucosa Donor 29	Rectal_Mucosa.Donor_29	Core	E101-H3K27me3.tagAlign.gz	28331555	145	0.289052247	35	0.2904732	1500	0.2831131	1.020978	0.8069324	0.05	0.01	0.221	38.1	0.605
H3K27me3	E102	GI.RECT.MUC.31	Rectal Mucosa Donor 31	Rectal_Mucosa.Donor_31	Core	E102-H3K27me3.tagAlign.gz	30000000	170	0.3009274016	35	0.3014199	1500	0.2948544	1.020597	0.9249917	0.051	0.014	0.212	43	0.636
H3K27me3	E103	GI.RECT.SM.MUS	Rectal Smooth Muscle	Rectal_Smooth_Muscle	Core	E103-H3K27me3.tagAlign.gz	23089621	130	0.2490467899	35	0.2504443	1500	0.2417499	1.030184	0.8392656	0.063	0.016	0.201	33.3	0.518
H3K27me3	E104	HRT.ATR.R	Right Atrium	Right_Atrium	Core	E104-H3K27me3.tagAlign.gz	26426254	175	0.2742339247	35	0.2756718	1500	0.2691853	1.018755	0.7783211	0.031	0.004	0.233	8.8	0.31
H3K27me3	E105	HRT.VNT.R	Right Ventricle	Right_Ventricle	Core	E105-H3K27me3.tagAlign.gz	23238486	180	0.2495577798	35	0.2547024	1500	0.2448589	1.01919	0.4773578	0.047	0.007	0.268	26.2	0.475
H3K27me3	E106	GI.CLN.SIG	Sigmoid Colon	Sigmoid_Colon	Core	E106-H3K27me3.tagAlign.gz	30000000	135	0.3109960866	35	0.3109013	1500	0.2946498	1.055477	1.005833	0.088	0.024	0.348	28.9	0.545
H3K27me3	E107	MUS.SKLT.M	Skeletal Muscle Male	Skeletal_Muscle_Male	Core	E107-H3K27me3.tagAlign.gz	28560240	170	0.2997648749	35	0.3009919	1500	0.291176	1.029497	0.8749924	0.101	0.061	0.315	53.9	0.745
H3K27me3	E108	MUS.SKLT.F	Skeletal Muscle Female	Skeletal_Muscle_Female	Core	E108-H3K27me3.tagAlign.gz	29558349	175	0.3013251057	35	0.3031653	1500	0.2939811	1.024981	0.7996356	0.077	0.035	0.259	52.5	0.726
H3K27me3	E109	GI.S.INT	Small Intestine	Small_Intestine	Core	E109-H3K27me3.tagAlign.gz	29634927	130	0.314301224	35	0.3087957	1500	0.294685	1.066567	1.390163	0.111	0.034	0.382	33.4	0.573
H3K27me3	E110	GI.STMC.MUC	Stomach Mucosa	Stomach_Mucosa	Core	E110-H3K27me3.tagAlign.gz	30000000	230	0.304516977	35	0.3058771	1500	0.2983483	1.020676	0.8193452	0.077	0.045	0.241	59.6	0.783
H3K27me3	E111	GI.STMC.MUS	Stomach Smooth Muscle	Stomach_Smooth_Muscle	Core	E111-H3K27me3.tagAlign.gz	24316981	160	0.2673382899	35	0.2672653	1500	0.2582514	1.035186	1.008094	0.088	0.034	0.319	41.4	0.64
H3K27me3	E112	THYM	Thymus	Thymus	Core	E112-H3K27me3.tagAlign.gz	26930743	180	0.2868587278	35	0.2864948	1500	0.2799075	1.024834	1.055241	0.1	0.078	0.265	60.3	0.685
H3K27me3	E113	SPLN	Spleen	Spleen	Core	E113-H3K27me3.tagAlign.gz	15457892	155	0.1804938717	35	0.1877625	1500	0.1764533	1.022899	0.3572845	0.062	0.009	0.179	19.4	0.322
H3K27me3	E114	LNG.A549.ETOH002.CNCR	A549 EtOH 0.02pct Lung Carcinoma Cell Line	A549_EtOH_0.02pct_Lung_Carcinoma	Core	E114-H3K27me3.tagAlign.gz	30000000	215	0.3092488737	35	0.3099561	1500	0.3042917	1.016291	0.8751533	0.077	0.03	0.396	21.1	0.407
H3K27me3	E115	BLD.DND41.CNCR	Dnd41 TCell Leukemia Cell Line	Dnd41_TCell_Leukemia	Core	E115-H3K27me3.tagAlign.gz	30000000	175	0.3083819669	35	0.307759	1500	0.3015712	1.022584	1.100682	0.058	0.011	0.374	11.2	0.266
H3K27me3	E116	BLD.GM12878	GM12878 Lymphoblastoid Cell Line	GM12878_Lymphoblastoid	Core	E116-H3K27me3.tagAlign.gz	30000000	170	0.298702354	35	0.3002643	1500	0.2948392	1.013103	0.7120822	0.036	0.003	0.246	23.7	0.412
H3K27me3	E117	CRVX.HELAS3.CNCR	HeLa-S3 Cervical Carcinoma Cell Line	HeLa-S3_Cervical_Carcinoma	Core	E117-H3K27me3.tagAlign.gz	30000000	195	0.303733383	35	0.3062284	1500	0.30001	1.012411	0.5987683	0.041	0.005	0.312	10.7	0.307
H3K27me3	E118	LIV.HEPG2.CNCR	HepG2 Hepatocellular Carcinoma Cell Line	HepG2_Hepatocellular_Carcinoma	Core	E118-H3K27me3.tagAlign.gz	29136989	185	0.3166710682	35	0.3191577	1500	0.3073655	1.030275	0.789128	0.143	0.105	0.493	23.8	0.447
H3K27me3	E119	BRST.HMEC	HMEC Mammary Epithelial Primary Cells	HMEC_Mammary_Epithelial	Core	E119-H3K27me3.tagAlign.gz	15665326	170	0.1881037673	35	0.1901203	1500	0.1815463	1.03612	0.7648087	0.13	0.058	0.362	33.1	0.601
H3K27me3	E120	MUS.HSMM	HSMM Skeletal Muscle Myoblasts Cell Line	HSMM_Skeletal_Muscle_Myoblasts	Core	E120-H3K27me3.tagAlign.gz	20529194	155	0.2331442786	35	0.2353096	1500	0.2267733	1.028094	0.7463406	0.108	0.041	0.355	31.7	0.571
H3K27me3	E121	MUS.HSMMT	HSMM cell derived Skeletal Muscle Myotubes Cell Line	HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM	Core	E121-H3K27me3.tagAlign.gz	30000000	205	0.3100931563	35	0.3102907	1500	0.303905	1.020362	0.9690652	0.077	0.016	0.469	31	0.586
H3K27me3	E122	VAS.HUVEC	HUVEC Umbilical Vein Endothelial Cells Cell Line	HUVEC_Umbilical_Vein_Endothelial_Cells	Core	E122-H3K27me3.tagAlign.gz	23280856	190	0.2724067541	30	0.2748959	1500	0.262288	1.038579	0.8025731	0.212	0.18	0.47	43.9	0.678
H3K27me3	E123	BLD.K562.CNCR	K562 Leukemia Cell Line	K562_Leukemia	Core	E123-H3K27me3.tagAlign.gz	18741227	140	0.2227518719	35	0.2240765	1500	0.2148351	1.03685	0.8566608	0.129	0.066	0.395	9.8	0.25
H3K27me3	E124	BLD.CD14.MONO	Monocytes-CD14+ RO01746 Cell Line	Monocytes-CD14+_RO01746	Core	E124-H3K27me3.tagAlign.gz	26235172	210	0.3511160215	35	0.3501695	1500	0.3278256	1.071045	1.04236	0.356	0.364	0.54	80.4	0.894
H3K27me3	E125	BRN.NHA	NH-A Astrocytes Cell Line	NH-A_Astrocytes	Core	E125-H3K27me3.tagAlign.gz	25109312	155	0.2711329712	35	0.2735639	1500	0.2640397	1.026864	0.7447661	0.104	0.054	0.302	47.3	0.692
H3K27me3	E126	SKIN.NHDFAD	NHDF-Ad Adult Dermal Fibroblast Primary Cells	NHDF-Ad_Adult_Dermal_Fibroblasts	Core	E126-H3K27me3.tagAlign.gz	30000000	140	0.306501782	35	0.3058997	1500	0.2977543	1.029378	1.073917	0.092	0.04	0.319	39	0.619
H3K27me3	E127	SKIN.NHEK	NHEK-Epidermal Keratinocyte Primary Cells	NHEK-Epidermal_Keratinocytes	Core	E127-H3K27me3.tagAlign.gz	17865993	185	0.2260620534	35	0.2261786	1500	0.2142361	1.0552	0.9902431	0.233	0.196	0.46	57.6	0.805
H3K27me3	E128	LNG.NHLF	NHLF Lung Fibroblast Primary Cells	NHLF_Lung_Fibroblasts	Core	E128-H3K27me3.tagAlign.gz	15285316	195	0.1882655263	35	0.191014	1500	0.1826551	1.030716	0.671193	0.191	0.143	0.421	47.6	0.725
H3K27me3	E129	BONE.OSTEO	Osteoblast Primary Cells	Osteoblasts	Core	E129-H3K27me3.tagAlign.gz	30000000	160	0.3096643549	35	0.3100228	1500	0.3012416	1.02796	0.9591806	0.108	0.058	0.388	47.9	0.726
H3K36me3	E001	ESC.I3	ES-I3 Cell Line	ES-I3_Cell_Line	Core	E001-H3K36me3.tagAlign.gz	20540560	180	0.2334021299	35	0.2316903	1500	0.2209885	1.056173	1.159956	0.116	0.052	0.309	42	0.636
H3K36me3	E002	ESC.WA7	ES-WA7 Cell Line	ES-WA7_Cell_Line	Core	E002-H3K36me3.tagAlign.gz	9533889	120	0.1207717866	35	0.1184045	1500	0.1152983	1.047472	1.762133	0.125	0.042	0.248	16.9	0.287
